,Age,Sex,Race,marital_status,Education,Employement,Incomes,how_many_books_12m,printed_books_12m,audiobooks_12m,ebooks_12m,how_did_you_get,news_or_newspapers,magazines_or_journals,printed,audiobooks,ebooks
504,29,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
505,29,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
506,28,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,2. 10-19.9,30,Yes,No,No,Purchased the book,Yes,No,1,0,0
507,27,Male,White,Married,College graduate,Employed full-time,3. 20-29.9,30,Yes,No,No,Purchased the book,No,Yes,1,0,0
508,23,Female,White,Never been married,High school graduate,Employed full-time,6. 75-99.9,30,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
509,23,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,6. 75-99.9,30,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
510,22,Female,White,Never been married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,30,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
511,22,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,6. 75-99.9,30,Yes,No,Yes,Purchased the book,No,No,1,0,1
512,22,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,7. 100-149.9,30,Yes,No,Yes,Purchased the book,No,No,1,0,1
513,22,Female,White,Married,High school graduate,Employed full-time,4. 30m-39.9m,30,No,No,No,Borrowed the book from a friend or family member,Yes,Yes,0,0,0
514,21,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,5. 50-74.9,30,Yes,No,No,Purchased the book,No,Yes,1,0,0
515,20,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,5. 40m-49.9m,30,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
516,20,Female,White,Married,"Some college, no 4-year degree",Employed part-time,3. 20-29.9,30,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
517,19,Male,White,Single,High school graduate,Employed full-time,5. 40m-49.9m,30,Yes,No,Yes,Borrowed the book from a library,No,Yes,1,0,1
518,19,Male,White,Never been married,High school graduate,Not employed for pay,5. 50-74.9,30,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
519,18,Male,White,Never been married,High school graduate,Not employed for pay,7. 100-149.9,30,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0
520,18,Female,White,Never been married,High school graduate,Employed part-time,7. 100-149.9,30,Yes,No,No,Purchased the book,Yes,No,1,0,0
521,17,Female,White,Never been married,High school incomplete,Not employed for pay,7. 100-149.9,30,Yes,No,No,Purchased the book,No,No,1,0,0
522,16,Female,White,Never been married,High school incomplete,Not employed for pay,5. 40m-49.9m,30,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
523,16,Female,White,Never been married,None,Not employed for pay,Refused,30,Yes,Yes,No,Borrowed the book from a library,No,Yes,1,1,0
524,74,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,5. 50-74.9,26,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
525,67,Female,White,Married,"Some college, no 4-year degree",Have own business/self-employed,7. 100-149.9,26,Yes,No,No,Purchased the book,No,Yes,1,0,0
526,49,Male,Refused,Living with a partner,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,25,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
527,29,Male,Other,Living with a partner,High school graduate,Not employed for pay,3. 20-29.9,25,Yes,No,Yes,Borrowed the book from a library,No,No,1,0,1
528,26,Female,Other,Never been married,College graduate,Not employed for pay,3. 20-29.9,25,Yes,No,No,Purchased the book,No,No,1,0,0
529,51,Male,Native American/American Indian,Divorced,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,25,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
530,42,Male,Native American/American Indian,Married,High school incomplete,Disabled,1. <10m,25,Yes,Yes,Yes,Borrowed the book from a library,No,Yes,1,1,1
531,31,Female,Native American/American Indian,Never been married,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,25,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
532,51,Female,Mixed race,Married,"Some college, no 4-year degree",Not employed for pay,Refused,25,Yes,No,No,Got the book some other way,Yes,No,1,0,0
533,55,Male,Black or African-American,Divorced,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,25,Yes,No,No,Got the book some other way,No,No,1,0,0
534,49,Female,Black or African-American,Never been married,High school incomplete,Not employed for pay,7. 100-149.9,25,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0
535,17,Female,Black or African-American,Never been married,High school graduate,Employed part-time,3. 20-29.9,25,Yes,No,No,Borrowed the book from a library,No,Yes,1,0,0
536,85,Female,White,Divorced,College graduate,Retired,Refused,25,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
537,83,Male,White,Married,College graduate,Retired,Refused,25,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
538,83,Female,White,Widowed,"Some college, no 4-year degree",Retired,3. 20-29.9,25,Yes,No,No,Purchased the book,Yes,No,1,0,0
539,83,Female,White,Widowed,"Technical, trade or vocational school AFTER high school",Retired,Refused,25,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
540,82,Male,White,Married,Post-graduate training/professional school after college,Retired,5. 50-74.9,25,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
541,82,Male,White,Married,Post-graduate training/professional school after college,Retired,Refused,25,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
542,79,Female,White,Widowed,High school graduate,Retired,4. 30m-39.9m,25,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes,1,1,0
543,78,Male,White,Married,Post-graduate training/professional school after college,Retired,5. 50-74.9,25,Yes,Yes,No,Purchased the book,Yes,No,1,1,0
544,76,Female,White,Living with a partner,College graduate,Retired,3. 20-29.9,25,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
545,75,Female,White,Widowed,College graduate,Retired,4. 30m-39.9m,25,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
546,75,Female,White,Married,College graduate,Retired,Refused,25,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
547,74,Male,White,Married,Post-graduate training/professional school after college,Not employed for pay,7. 100-149.9,25,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
548,74,Female,White,Widowed,"Technical, trade or vocational school AFTER high school",Retired,5. 50-74.9,25,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
549,72,Male,White,Married,High school graduate,Retired,5. 50-74.9,25,Yes,No,No,Purchased the book,Yes,No,1,0,0
550,72,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,5. 40m-49.9m,25,Yes,No,No,Purchased the book,No,Yes,1,0,0
551,69,Female,White,Married,"Some college, no 4-year degree",Employed part-time,5. 50-74.9,25,Yes,Yes,No,Borrowed the book from a friend or family member,No,No,1,1,0
552,68,Female,White,Married,High school incomplete,Not employed for pay,Refused,25,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
553,67,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,25,No,Yes,Yes,Purchased the book,Yes,Yes,0,1,1
554,66,Female,White,Married,"Some college, no 4-year degree",Retired,Refused,25,Yes,No,No,Got the book some other way,Yes,No,1,0,0
555,66,Male,White,Married,College graduate,Employed part-time,6. 75-99.9,25,Yes,No,No,Purchased the book,Yes,No,1,0,0
556,65,Female,White,Divorced,High school graduate,Employed part-time,2. 10-19.9,25,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
557,63,Female,White,Living with a partner,High school graduate,Retired,6. 75-99.9,25,Yes,No,Yes,Borrowed the book from a library,Yes,No,1,0,1
558,63,Male,White,Married,Post-graduate training/professional school after college,Retired,7. 100-149.9,25,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
559,63,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,5. 50-74.9,25,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
560,62,Female,White,Don’t know,High school graduate,Retired,Refused,25,Yes,No,No,Purchased the book,Yes,No,1,0,0
561,60,Male,White,Married,College graduate,Retired,6. 75-99.9,25,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
562,58,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,25,Yes,No,No,Got the book some other way,Yes,No,1,0,0
563,58,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,5. 50-74.9,25,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
564,57,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,25,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
565,56,Male,White,Married,"Some college, no 4-year degree",Retired,6. 75-99.9,25,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
566,55,Female,White,Married,College graduate,Retired,6. 75-99.9,25,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
567,52,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,25,Yes,No,Yes,Purchased the book,No,Yes,1,0,1
568,52,Female,White,Living with a partner,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,25,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,1,1
569,49,Male,White,Married,High school graduate,Employed full-time,Refused,25,Yes,No,No,Purchased the book,Yes,No,1,0,0
570,49,Female,White,Married,College graduate,Employed full-time,6. 75-99.9,25,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
571,49,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,7. 100-149.9,25,Yes,No,No,Purchased the book,No,Yes,1,0,0
572,48,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,25,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1
573,47,Female,White,Separated,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,25,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
574,47,Male,White,Married,College graduate,Not employed for pay,4. 30m-39.9m,25,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
575,47,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,5. 50-74.9,25,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
576,47,Female,White,Married,None,Not employed for pay,4. 30m-39.9m,25,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
577,47,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,25,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
578,46,Male,White,Single,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,25,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
579,45,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,25,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
580,44,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,25,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
581,44,Female,White,Never been married,"Some college, no 4-year degree",Not employed for pay,5. 50-74.9,25,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
582,43,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,25,Yes,No,No,Purchased the book,No,Yes,1,0,0
583,42,Female,White,Married,High school graduate,Employed full-time,5. 50-74.9,25,Yes,No,No,Purchased the book,No,No,1,0,0
584,42,Male,White,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,5. 40m-49.9m,25,No,No,No,Purchased the book,Yes,Yes,0,0,0
585,40,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,25,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
586,39,Male,White,Married,College graduate,Employed full-time,5. 50-74.9,25,Yes,Yes,Yes,no_valid_response,No,Yes,1,1,1
587,39,Male,White,Married,High school graduate,Employed full-time,6. 75-99.9,25,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
588,39,Male,White,Married,College graduate,Have own business/self-employed,5. 40m-49.9m,25,Yes,No,No,Got the book some other way,No,Yes,1,0,0
589,38,Female,White,Married,College graduate,Not employed for pay,7. 100-149.9,25,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,1,1
590,37,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,Refused,25,Yes,Yes,Yes,Borrowed the book from a library,No,Yes,1,1,1
591,35,Male,White,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,25,Yes,No,No,Purchased the book,No,Yes,1,0,0
592,35,Male,White,Widowed,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,25,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
593,34,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,25,Yes,No,Yes,Borrowed the book from a library,Yes,No,1,0,1
594,32,Female,White,Married,"Some college, no 4-year degree",Disabled,2. 10-19.9,25,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
595,27,Male,White,Never been married,College graduate,Employed part-time,5. 50-74.9,25,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes,1,1,1
596,27,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,4. 30m-39.9m,25,Yes,No,No,Purchased the book,Yes,No,1,0,0
597,25,Male,White,Never been married,College graduate,Employed full-time,4. 30m-39.9m,25,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1
598,25,Male,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,25,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
599,24,Female,White,Never been married,High school graduate,Employed full-time,3. 20-29.9,25,Yes,No,No,Purchased the book,No,No,1,0,0
600,23,Male,White,Married,College graduate,Employed full-time,3. 20-29.9,25,Yes,Yes,No,Borrowed the book from a library,No,No,1,1,0
601,21,Male,White,Never been married,High school graduate,Employed full-time,1. <10m,25,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
602,21,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,1. <10m,25,No,No,Yes,Got the book some other way,No,No,0,0,1
603,19,Male,White,Never been married,High school graduate,Not employed for pay,2. 10-19.9,25,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
604,17,Male,White,Never been married,High school incomplete,Employed part-time,4. 30m-39.9m,25,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
605,17,Male,White,Never been married,High school incomplete,Employed part-time,5. 50-74.9,25,No,No,Yes,Purchased the book,Yes,Yes,0,0,1
606,17,Female,White,Never been married,High school incomplete,Not employed for pay,7. 100-149.9,25,Yes,No,No,Got the book some other way,No,Yes,1,0,0
607,16,Female,White,Never been married,High school incomplete,Not employed for pay,7. 100-149.9,25,Yes,No,No,Purchased the book,Yes,No,1,0,0
608,16,Male,Mixed race,Single,None,Not employed for pay,7. 100-149.9,24,Yes,No,No,Got the book some other way,No,No,1,0,0
609,65,Male,Black or African-American,Don’t know,College graduate,Retired,4. 30m-39.9m,24,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
610,55,Male,Black or African-American,Divorced,High school graduate,Disabled,3. 20-29.9,24,Yes,No,No,Got the book some other way,No,No,1,0,0
611,51,Male,Black or African-American,Separated,High school graduate,Disabled,3. 20-29.9,24,Yes,No,No,Got the book some other way,Yes,No,1,0,0
612,30,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,24,Yes,No,Yes,Purchased the book,Yes,Yes,1,0,1
613,85,Female,White,Married,High school graduate,Retired,5. 40m-49.9m,24,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
614,85,Male,White,Married,College graduate,Employed part-time,5. 50-74.9,24,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
